recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,path
5e8c07a8e,22,1,21.8667,10687.5,23.471999999999998,13687.5,/content/data/train_images/content/data/train_images/5e8c07a8e.png
50b93a173,19,1,20.8853,281.25,22.4373,2812.5,/content/data/train_images/content/data/train_images/50b93a173.png
cf739c61d,10,1,57.4694,947.461,59.9133,10852.7,/content/data/train_images/content/data/train_images/cf739c61d.png
c7918c0f8,22,1,38.7413,10687.5,40.3467,13687.5,/content/data/train_images/content/data/train_images/c7918c0f8.png
d60157507,20,1,20.4427,1312.5,25.824,6093.75,/content/data/train_images/content/data/train_images/d60157507.png
92ae9bcc2,10,1,24.9905,947.461,27.4344,10852.7,/content/data/train_images/content/data/train_images/92ae9bcc2.png
556cb3c93,21,1,53.2373,3281.25,54.3307,4125.0,/content/data/train_images/content/data/train_images/556cb3c93.png
23adb9473,20,1,51.504,2343.75,54.943999999999996,5718.75,/content/data/train_images/content/data/train_images/23adb9473.png
57de62a79,23,1,13.1251,7235.16,19.2087,11283.4,/content/data/train_images/content/data/train_images/57de62a79.png
4c010ec47,5,1,35.2053,4781.25,37.5573,10406.2,/content/data/train_images/content/data/train_images/4c010ec47.png
d59d099b3,17,1,37.0933,1312.5,43.5467,3937.5,/content/data/train_images/content/data/train_images/d59d099b3.png
35b60a4a0,13,1,14.0747,93.75,14.6987,843.75,/content/data/train_images/content/data/train_images/35b60a4a0.png
25c229018,6,1,6.5013,562.5,8.6453,4406.25,/content/data/train_images/content/data/train_images/25c229018.png
ea7da0899,7,1,18.1973,4687.5,21.3387,11437.5,/content/data/train_images/content/data/train_images/ea7da0899.png
9a76cab9c,17,1,17.8293,1312.5,24.2827,3937.5,/content/data/train_images/content/data/train_images/9a76cab9c.png
7a49b2465,12,1,35.0933,562.5,38.2293,3281.25,/content/data/train_images/content/data/train_images/7a49b2465.png
356b93991,18,1,7.4667,3187.5,8.16,5062.5,/content/data/train_images/content/data/train_images/356b93991.png
3d2b1c860,21,1,47.4773,3281.25,48.5707,4125.0,/content/data/train_images/content/data/train_images/3d2b1c860.png
5e8e5d53b,8,1,22.768,3750.0,26.8907,5531.25,/content/data/train_images/content/data/train_images/5e8e5d53b.png
ac3da0b30,18,1,16.4213,3187.5,17.1147,5062.5,/content/data/train_images/content/data/train_images/ac3da0b30.png
304b4b5fd,21,1,0.9013,3281.25,1.9947,4125.0,/content/data/train_images/content/data/train_images/304b4b5fd.png
c3662d871,13,1,12.9387,93.75,13.5627,843.75,/content/data/train_images/content/data/train_images/c3662d871.png
9d2bf51ce,21,1,54.4907,3281.25,55.583999999999996,4125.0,/content/data/train_images/content/data/train_images/9d2bf51ce.png
e7de0a728,5,1,23.008000000000003,4781.25,25.36,10406.2,/content/data/train_images/content/data/train_images/e7de0a728.png
f9e724b46,22,1,16.0693,10687.5,17.6747,13687.5,/content/data/train_images/content/data/train_images/f9e724b46.png
247aeccaf,9,1,19.7227,843.75,23.2853,5718.75,/content/data/train_images/content/data/train_images/247aeccaf.png
fa0eee1e4,8,1,39.0347,3750.0,43.1573,5531.25,/content/data/train_images/content/data/train_images/fa0eee1e4.png
42ea7a091,18,1,34.9653,3187.5,35.6587,5062.5,/content/data/train_images/content/data/train_images/42ea7a091.png
aacebff62,9,1,25.8933,843.75,29.456,5718.75,/content/data/train_images/content/data/train_images/aacebff62.png
e666beee8,9,1,44.0853,1125.0,46.8907,5250.0,/content/data/train_images/content/data/train_images/e666beee8.png
1a5fb3223,7,1,56.7893,4687.5,59.9307,11437.5,/content/data/train_images/content/data/train_images/1a5fb3223.png
a2045d15d,22,1,49.1093,10687.5,50.7147,13687.5,/content/data/train_images/content/data/train_images/a2045d15d.png
17ca96791,16,4,13.632,3093.75,15.4667,4593.75,/content/data/train_images/content/data/train_images/17ca96791.png
f5c3420f6,10,1,28.0033,947.461,30.4472,10852.7,/content/data/train_images/content/data/train_images/f5c3420f6.png
596463649,9,1,2.384,843.75,5.9467,5718.75,/content/data/train_images/content/data/train_images/596463649.png
398e818ec,11,1,13.3631,1808.79,14.5009,5684.77,/content/data/train_images/content/data/train_images/398e818ec.png
b988da7d0,23,4,30.6271,6459.96,38.5509,11627.9,/content/data/train_images/content/data/train_images/b988da7d0.png
43b27b5ab,18,1,23.4987,3187.5,24.191999999999997,5062.5,/content/data/train_images/content/data/train_images/43b27b5ab.png
59ce91d00,16,4,0.8640000000000001,3093.75,2.6987,4593.75,/content/data/train_images/content/data/train_images/59ce91d00.png
942ca05c0,16,4,46.0213,3093.75,47.856,4593.75,/content/data/train_images/content/data/train_images/942ca05c0.png
84d2746ce,9,1,56.1813,1125.0,58.9867,5250.0,/content/data/train_images/content/data/train_images/84d2746ce.png
7925510fe,4,1,34.7307,2531.25,36.9173,4031.25,/content/data/train_images/content/data/train_images/7925510fe.png
88b5c9c1b,5,1,39.7493,4781.25,42.1013,10406.2,/content/data/train_images/content/data/train_images/88b5c9c1b.png
a92850ccd,2,1,53.744,468.75,55.52,3000.0,/content/data/train_images/content/data/train_images/a92850ccd.png
7859fda05,23,4,51.5251,6459.96,59.4489,11627.9,/content/data/train_images/content/data/train_images/7859fda05.png
738e4dcb5,9,1,53.2747,843.75,56.8373,5718.75,/content/data/train_images/content/data/train_images/738e4dcb5.png
0a9cdd8a5,7,1,22.2827,4687.5,25.424,11437.5,/content/data/train_images/content/data/train_images/0a9cdd8a5.png
871aff1b5,5,1,32.0053,4781.25,34.3573,10406.2,/content/data/train_images/content/data/train_images/871aff1b5.png
4bc00de61,23,1,23.1097,7235.16,29.1933,11283.4,/content/data/train_images/content/data/train_images/4bc00de61.png
01b41f92b,6,1,44.24,562.5,46.38399999999999,4406.25,/content/data/train_images/content/data/train_images/01b41f92b.png
9dad9aacc,23,1,21.5423,7235.16,27.6259,11283.4,/content/data/train_images/content/data/train_images/9dad9aacc.png
07f1227b0,1,1,32.9387,3843.75,33.8347,5625.0,/content/data/train_images/content/data/train_images/07f1227b0.png
b7485fa88,6,1,25.9787,562.5,28.1227,4406.25,/content/data/train_images/content/data/train_images/b7485fa88.png
7a9d46229,22,1,15.5093,10687.5,17.1147,13687.5,/content/data/train_images/content/data/train_images/7a9d46229.png
92588122c,17,4,2.7947,1406.25,5.4027,3937.5,/content/data/train_images/content/data/train_images/92588122c.png
2a3c1f921,0,1,46.8587,5906.25,47.6533,8250.0,/content/data/train_images/content/data/train_images/2a3c1f921.png
368be0579,3,1,55.232,1031.25,55.9733,2812.5,/content/data/train_images/content/data/train_images/368be0579.png
23363116f,23,1,8.3998,7235.16,14.4834,11283.4,/content/data/train_images/content/data/train_images/23363116f.png
56e311030,8,1,4.7413,3750.0,8.863999999999999,5531.25,/content/data/train_images/content/data/train_images/56e311030.png
534db172e,19,1,34.1013,281.25,35.6533,2812.5,/content/data/train_images/content/data/train_images/534db172e.png
184322f0e,22,1,54.8,10687.5,56.4053,13687.5,/content/data/train_images/content/data/train_images/184322f0e.png
39aa6482e,4,1,16.7413,2531.25,18.928,4031.25,/content/data/train_images/content/data/train_images/39aa6482e.png
2dc763e67,2,1,15.7707,468.75,17.5467,3000.0,/content/data/train_images/content/data/train_images/2dc763e67.png
d922d82e9,12,1,21.7547,562.5,24.8907,3281.25,/content/data/train_images/content/data/train_images/d922d82e9.png
7768c96f2,1,1,10.016,3843.75,10.912,5625.0,/content/data/train_images/content/data/train_images/7768c96f2.png
1504619b7,18,1,44.512,3187.5,45.2053,5062.5,/content/data/train_images/content/data/train_images/1504619b7.png
28d37d1de,22,1,35.8347,10687.5,37.44,13687.5,/content/data/train_images/content/data/train_images/28d37d1de.png
bbd6815be,1,1,38.7307,3843.75,39.6267,5625.0,/content/data/train_images/content/data/train_images/bbd6815be.png
0eb2079ea,3,1,5.5893,1031.25,6.3307,2812.5,/content/data/train_images/content/data/train_images/0eb2079ea.png
89898c3c9,8,1,38.9547,3750.0,43.0773,5531.25,/content/data/train_images/content/data/train_images/89898c3c9.png
373f470c4,11,1,5.7469,1808.79,6.8847,5684.77,/content/data/train_images/content/data/train_images/373f470c4.png
8a59b5c31,5,1,30.1973,4781.25,32.5493,10406.2,/content/data/train_images/content/data/train_images/8a59b5c31.png
3051fc9d0,15,1,38.0693,93.75,41.4133,1125.0,/content/data/train_images/content/data/train_images/3051fc9d0.png
4b3e0b984,0,1,0.8747,5906.25,2.1653,7500.0,/content/data/train_images/content/data/train_images/4b3e0b984.png
2eb098e76,2,1,24.9653,468.75,26.7413,3000.0,/content/data/train_images/content/data/train_images/2eb098e76.png
72ccf4de7,20,1,36.9813,2343.75,40.4213,5718.75,/content/data/train_images/content/data/train_images/72ccf4de7.png
c8bed66bb,10,1,46.8172,947.461,49.2611,10852.7,/content/data/train_images/content/data/train_images/c8bed66bb.png
60b260508,8,1,49.7493,3750.0,53.872,5531.25,/content/data/train_images/content/data/train_images/60b260508.png
5bfe1dec6,17,1,22.351999999999997,1312.5,28.8053,3937.5,/content/data/train_images/content/data/train_images/5bfe1dec6.png
728459067,10,1,18.7559,947.461,21.1998,10852.7,/content/data/train_images/content/data/train_images/728459067.png
ea133d03e,19,1,54.0,281.25,55.552,2812.5,/content/data/train_images/content/data/train_images/ea133d03e.png
6a6af3c63,2,1,40.304,468.75,42.08,3000.0,/content/data/train_images/content/data/train_images/6a6af3c63.png
b45319264,12,1,25.28,562.5,28.416,3281.25,/content/data/train_images/content/data/train_images/b45319264.png
27b26fe5d,19,1,55.104,281.25,56.656000000000006,2812.5,/content/data/train_images/content/data/train_images/27b26fe5d.png
dcf4ecca1,6,1,27.6373,562.5,29.7813,4406.25,/content/data/train_images/content/data/train_images/dcf4ecca1.png
3a2afcf76,18,1,27.232,3187.5,27.9253,5062.5,/content/data/train_images/content/data/train_images/3a2afcf76.png
9a76cab9c,17,1,13.7813,1312.5,20.2347,3937.5,/content/data/train_images/content/data/train_images/9a76cab9c.png
76b4b3f7f,9,1,55.44,843.75,59.0027,5718.75,/content/data/train_images/content/data/train_images/76b4b3f7f.png
960572cd4,7,1,5.9413,4687.5,9.0827,11437.5,/content/data/train_images/content/data/train_images/960572cd4.png
579bcf9e0,11,1,20.1839,1808.79,21.3217,5684.77,/content/data/train_images/content/data/train_images/579bcf9e0.png
58b92fcdc,5,1,15.824000000000002,4781.25,18.176,10406.2,/content/data/train_images/content/data/train_images/58b92fcdc.png
b661bd840,1,1,37.312,3843.75,38.208,5625.0,/content/data/train_images/content/data/train_images/b661bd840.png
2df1f109b,13,1,8.0267,93.75,8.6507,843.75,/content/data/train_images/content/data/train_images/2df1f109b.png
349095631,9,1,16.2293,843.75,19.792,5718.75,/content/data/train_images/content/data/train_images/349095631.png
0eb2079ea,3,1,5.5893,1031.25,6.3307,2812.5,/content/data/train_images/content/data/train_images/0eb2079ea.png
43d34d63c,2,1,9.9627,468.75,11.7387,3000.0,/content/data/train_images/content/data/train_images/43d34d63c.png
b7e2ef23f,2,1,17.136,468.75,18.912,3000.0,/content/data/train_images/content/data/train_images/b7e2ef23f.png
918ddce17,7,1,21.664,4687.5,24.8053,11437.5,/content/data/train_images/content/data/train_images/918ddce17.png
c12e0a62b,17,1,11.92,1312.5,18.3733,3937.5,/content/data/train_images/content/data/train_images/c12e0a62b.png
2e7bc0749,22,1,23.9093,10687.5,25.5147,13687.5,/content/data/train_images/content/data/train_images/2e7bc0749.png
2ce34e1b6,16,4,55.29600000000001,3093.75,57.1307,4593.75,/content/data/train_images/content/data/train_images/2ce34e1b6.png
891822ace,9,1,51.728,843.75,55.2907,5718.75,/content/data/train_images/content/data/train_images/891822ace.png
8ef1d1114,15,1,55.4293,93.75,58.7733,1125.0,/content/data/train_images/content/data/train_images/8ef1d1114.png
fa9353c0a,23,1,44.4662,7235.16,50.5498,11283.4,/content/data/train_images/content/data/train_images/fa9353c0a.png
afaa8d38f,19,1,52.0053,281.25,53.5573,2812.5,/content/data/train_images/content/data/train_images/afaa8d38f.png
c569b8181,5,1,24.0373,4781.25,26.3893,10406.2,/content/data/train_images/content/data/train_images/c569b8181.png
4e4bc17a7,7,1,2.3947,4687.5,5.5360000000000005,11437.5,/content/data/train_images/content/data/train_images/4e4bc17a7.png
c12e0a62b,17,1,1.5467,1312.5,8.0,3937.5,/content/data/train_images/content/data/train_images/c12e0a62b.png
2322ec1d3,3,1,59.2533,1031.25,59.9947,2812.5,/content/data/train_images/content/data/train_images/2322ec1d3.png
0cb4632d6,13,1,47.1467,93.75,47.7707,843.75,/content/data/train_images/content/data/train_images/0cb4632d6.png
3d28b6a6b,22,1,47.4613,10687.5,49.0667,13687.5,/content/data/train_images/content/data/train_images/3d28b6a6b.png
18c47b7f2,8,1,32.544000000000004,3750.0,36.6667,5531.25,/content/data/train_images/content/data/train_images/18c47b7f2.png
157a50231,0,1,35.7867,5906.25,36.5813,8250.0,/content/data/train_images/content/data/train_images/157a50231.png
af1d7ef13,21,1,50.8533,3281.25,51.9467,4125.0,/content/data/train_images/content/data/train_images/af1d7ef13.png
3a1293df5,2,1,31.0453,468.75,32.8213,3000.0,/content/data/train_images/content/data/train_images/3a1293df5.png
6b891f8f2,7,1,8.6507,4687.5,11.792,11437.5,/content/data/train_images/content/data/train_images/6b891f8f2.png
a90c80393,18,1,26.2773,3187.5,26.9707,5062.5,/content/data/train_images/content/data/train_images/a90c80393.png
afa49cbeb,9,1,1.6213,843.75,5.184,5718.75,/content/data/train_images/content/data/train_images/afa49cbeb.png
bfacbc575,13,1,14.752,93.75,15.376,843.75,/content/data/train_images/content/data/train_images/bfacbc575.png
25de8315e,1,1,52.5387,3843.75,53.4347,5625.0,/content/data/train_images/content/data/train_images/25de8315e.png
0968aea09,12,1,5.7707,562.5,8.9067,3281.25,/content/data/train_images/content/data/train_images/0968aea09.png
d817ed6ad,5,1,4.352,4781.25,6.704,10406.2,/content/data/train_images/content/data/train_images/d817ed6ad.png
057802c25,11,1,4.2202,1808.79,5.358,5684.77,/content/data/train_images/content/data/train_images/057802c25.png
1414bbe17,14,1,14.6453,3750.0,14.9173,6468.75,/content/data/train_images/content/data/train_images/1414bbe17.png
682657006,13,1,15.3173,93.75,15.9413,843.75,/content/data/train_images/content/data/train_images/682657006.png
81bcdeb06,20,1,36.8907,1312.5,42.272,6093.75,/content/data/train_images/content/data/train_images/81bcdeb06.png
d7cf29809,3,1,40.88,1031.25,41.6213,2812.5,/content/data/train_images/content/data/train_images/d7cf29809.png
f6e41b038,7,1,9.056000000000001,4687.5,12.1973,11437.5,/content/data/train_images/content/data/train_images/f6e41b038.png
ae210f726,3,1,44.1333,1031.25,44.8747,2812.5,/content/data/train_images/content/data/train_images/ae210f726.png
29b82a129,19,1,48.9333,281.25,50.4853,2812.5,/content/data/train_images/content/data/train_images/29b82a129.png
79b28cad5,4,1,57.7013,2343.75,59.5573,4218.75,/content/data/train_images/content/data/train_images/79b28cad5.png
d1debe396,6,1,25.264,562.5,27.408,4406.25,/content/data/train_images/content/data/train_images/d1debe396.png
63a82d848,1,1,39.4827,3843.75,40.3787,5625.0,/content/data/train_images/content/data/train_images/63a82d848.png
cf6bd44d9,1,1,23.4453,3843.75,24.3413,5625.0,/content/data/train_images/content/data/train_images/cf6bd44d9.png
04975ecd8,19,1,54.38399999999999,281.25,55.93600000000001,2812.5,/content/data/train_images/content/data/train_images/04975ecd8.png
b55d2f7b4,7,1,48.2133,4687.5,51.3547,11437.5,/content/data/train_images/content/data/train_images/b55d2f7b4.png
eaf5cf482,8,1,49.9413,3750.0,54.06399999999999,5531.25,/content/data/train_images/content/data/train_images/eaf5cf482.png
0e799da44,18,1,24.6027,3187.5,25.296,5062.5,/content/data/train_images/content/data/train_images/0e799da44.png
e569702d8,12,1,3.7119999999999997,562.5,6.848,3281.25,/content/data/train_images/content/data/train_images/e569702d8.png
45e58e08b,14,1,37.9307,2812.5,38.8533,4406.25,/content/data/train_images/content/data/train_images/45e58e08b.png
f7d3b0080,10,1,43.0904,947.461,45.5343,10852.7,/content/data/train_images/content/data/train_images/f7d3b0080.png
9d1eee84d,4,1,28.768,2343.75,30.624000000000002,4218.75,/content/data/train_images/content/data/train_images/9d1eee84d.png
ff2eb9ce5,0,1,15.2267,5906.25,16.0213,8250.0,/content/data/train_images/content/data/train_images/ff2eb9ce5.png
400b7210c,19,1,46.623999999999995,281.25,48.176,2812.5,/content/data/train_images/content/data/train_images/400b7210c.png
48b7f6cde,1,1,12.3147,3843.75,13.2107,5625.0,/content/data/train_images/content/data/train_images/48b7f6cde.png
710177a21,15,1,50.2133,93.75,53.5573,1125.0,/content/data/train_images/content/data/train_images/710177a21.png
3fa666880,22,1,55.5733,10687.5,57.1787,13687.5,/content/data/train_images/content/data/train_images/3fa666880.png
3aa730d19,5,1,11.5307,4781.25,13.8827,10406.2,/content/data/train_images/content/data/train_images/3aa730d19.png
5ac6b1e85,6,1,50.0053,562.5,52.1493,4406.25,/content/data/train_images/content/data/train_images/5ac6b1e85.png
a3d1e4f37,16,4,14.0107,3093.75,15.8453,4593.75,/content/data/train_images/content/data/train_images/a3d1e4f37.png
717780789,6,1,37.808,562.5,39.952,4406.25,/content/data/train_images/content/data/train_images/717780789.png
c39b2fcd3,14,1,29.2053,2812.5,30.128,4406.25,/content/data/train_images/content/data/train_images/c39b2fcd3.png
7ada8c4da,3,1,16.4267,1031.25,17.168,2812.5,/content/data/train_images/content/data/train_images/7ada8c4da.png
bdc8dd456,13,1,14.2773,93.75,14.9013,843.75,/content/data/train_images/content/data/train_images/bdc8dd456.png
d82d5792e,15,1,46.8053,93.75,50.1493,1125.0,/content/data/train_images/content/data/train_images/d82d5792e.png
011f25080,18,1,5.6853,3187.5,6.3787,5062.5,/content/data/train_images/content/data/train_images/011f25080.png
5a3f09a5c,10,1,44.2166,947.461,46.6605,10852.7,/content/data/train_images/content/data/train_images/5a3f09a5c.png
02b9a8ab9,12,1,33.9093,562.5,37.0453,3281.25,/content/data/train_images/content/data/train_images/02b9a8ab9.png
d9bfc9e6b,0,1,56.816,5906.25,57.6107,8250.0,/content/data/train_images/content/data/train_images/d9bfc9e6b.png
0268057eb,0,1,25.4987,5906.25,26.2933,8250.0,/content/data/train_images/content/data/train_images/0268057eb.png
3dc230571,21,1,19.9893,3281.25,21.0827,4125.0,/content/data/train_images/content/data/train_images/3dc230571.png
689b160fc,13,1,29.3707,93.75,29.9947,843.75,/content/data/train_images/content/data/train_images/689b160fc.png
55b2b19d1,23,4,32.8156,6459.96,40.7394,11627.9,/content/data/train_images/content/data/train_images/55b2b19d1.png
9afa17810,7,1,0.528,4687.5,3.6693,11437.5,/content/data/train_images/content/data/train_images/9afa17810.png
408314767,20,1,49.3653,1312.5,54.7467,6093.75,/content/data/train_images/content/data/train_images/408314767.png
621dc03b6,3,1,17.7333,1031.25,18.4747,2812.5,/content/data/train_images/content/data/train_images/621dc03b6.png
dabddc8ab,11,1,10.4316,1808.79,11.5693,5684.77,/content/data/train_images/content/data/train_images/dabddc8ab.png
7893b8f70,0,1,3.7013,5906.25,4.496,8250.0,/content/data/train_images/content/data/train_images/7893b8f70.png
dac0c6cb8,13,1,21.8133,93.75,22.4373,843.75,/content/data/train_images/content/data/train_images/dac0c6cb8.png
7277aa5a8,17,4,55.5307,1406.25,58.1387,3937.5,/content/data/train_images/content/data/train_images/7277aa5a8.png
4fb946872,6,1,4.016,562.5,6.16,4406.25,/content/data/train_images/content/data/train_images/4fb946872.png
b056e5bc2,6,1,4.688,562.5,6.832000000000001,4406.25,/content/data/train_images/content/data/train_images/b056e5bc2.png
b12e80061,2,1,18.848,468.75,20.624000000000002,3000.0,/content/data/train_images/content/data/train_images/b12e80061.png
a0c662123,0,1,6.6347,5906.25,7.4293,8250.0,/content/data/train_images/content/data/train_images/a0c662123.png
65971c0e7,16,4,10.016,3093.75,11.8507,4593.75,/content/data/train_images/content/data/train_images/65971c0e7.png
d29f0ca6d,4,1,33.344,2531.25,35.5307,4031.25,/content/data/train_images/content/data/train_images/d29f0ca6d.png
352056163,13,1,32.8587,93.75,33.4827,843.75,/content/data/train_images/content/data/train_images/352056163.png
c72082616,5,1,19.792,4781.25,22.144000000000002,10406.2,/content/data/train_images/content/data/train_images/c72082616.png
b7e2ef23f,2,1,17.136,468.75,18.912,3000.0,/content/data/train_images/content/data/train_images/b7e2ef23f.png
6c246167d,19,1,3.12,281.25,4.672,2812.5,/content/data/train_images/content/data/train_images/6c246167d.png
fba69b00a,21,1,36.5653,3281.25,37.6587,4125.0,/content/data/train_images/content/data/train_images/fba69b00a.png
c84943395,1,1,14.992,3843.75,15.888,5625.0,/content/data/train_images/content/data/train_images/c84943395.png
9fbd7e1f6,13,1,51.9467,93.75,52.5707,843.75,/content/data/train_images/content/data/train_images/9fbd7e1f6.png
015113cad,15,1,50.0533,93.75,53.3973,1125.0,/content/data/train_images/content/data/train_images/015113cad.png
41829d963,2,1,4.2933,468.75,6.0693,3000.0,/content/data/train_images/content/data/train_images/41829d963.png
3f5fa0d76,23,1,46.3644,7235.16,52.4481,11283.4,/content/data/train_images/content/data/train_images/3f5fa0d76.png
57ff372f3,0,1,33.5467,5906.25,34.3413,8250.0,/content/data/train_images/content/data/train_images/57ff372f3.png
163e86660,3,1,58.06399999999999,1031.25,58.8053,2812.5,/content/data/train_images/content/data/train_images/163e86660.png
de80fb815,14,1,58.3573,2531.25,58.943999999999996,5531.25,/content/data/train_images/content/data/train_images/de80fb815.png
1856bb5c2,22,1,36.4533,10687.5,38.0587,13687.5,/content/data/train_images/content/data/train_images/1856bb5c2.png
87b64a134,19,1,34.048,281.25,35.6,2812.5,/content/data/train_images/content/data/train_images/87b64a134.png
47f2eb3b8,14,1,8.5707,2812.5,9.4933,4406.25,/content/data/train_images/content/data/train_images/47f2eb3b8.png
fb02b0607,21,1,36.4427,3281.25,37.536,4125.0,/content/data/train_images/content/data/train_images/fb02b0607.png
53e4f09ab,8,1,19.8507,3750.0,23.9733,5531.25,/content/data/train_images/content/data/train_images/53e4f09ab.png
178b835e3,16,4,4.256,3093.75,6.0907,4593.75,/content/data/train_images/content/data/train_images/178b835e3.png
e7847849b,4,1,0.0267,2343.75,1.8827,4218.75,/content/data/train_images/content/data/train_images/e7847849b.png
2bf32cf03,8,1,21.0347,3750.0,25.1573,5531.25,/content/data/train_images/content/data/train_images/2bf32cf03.png
d86155abb,1,1,5.1787,3843.75,6.0747,5625.0,/content/data/train_images/content/data/train_images/d86155abb.png
989b95591,18,1,55.4827,3187.5,56.176,5062.5,/content/data/train_images/content/data/train_images/989b95591.png
cb5ddad47,17,1,25.7867,1312.5,32.24,3937.5,/content/data/train_images/content/data/train_images/cb5ddad47.png
5d61b5cce,8,1,45.2267,3750.0,49.3493,5531.25,/content/data/train_images/content/data/train_images/5d61b5cce.png
ebdd7c181,8,1,47.84,3750.0,51.9627,5531.25,/content/data/train_images/content/data/train_images/ebdd7c181.png
7765e82d3,13,1,58.3147,93.75,58.9387,843.75,/content/data/train_images/content/data/train_images/7765e82d3.png
b65e327ee,11,1,22.146,1808.79,23.2838,5684.77,/content/data/train_images/content/data/train_images/b65e327ee.png
b68e70116,7,1,45.1093,4687.5,48.2507,11437.5,/content/data/train_images/content/data/train_images/b68e70116.png
e65e42310,21,1,36.9173,3281.25,38.0107,4125.0,/content/data/train_images/content/data/train_images/e65e42310.png
9b92a698e,9,1,42.0693,843.75,45.632,5718.75,/content/data/train_images/content/data/train_images/9b92a698e.png
71c22a29b,8,1,55.8133,3750.0,59.93600000000001,5531.25,/content/data/train_images/content/data/train_images/71c22a29b.png
1414bbe17,14,1,14.6453,3750.0,14.9173,6468.75,/content/data/train_images/content/data/train_images/1414bbe17.png
4b4c2901c,20,1,46.5493,1312.5,51.9307,6093.75,/content/data/train_images/content/data/train_images/4b4c2901c.png
e9eb6d4dd,18,1,0.9547,3187.5,1.6480000000000001,5062.5,/content/data/train_images/content/data/train_images/e9eb6d4dd.png
710537df8,16,4,32.7093,3093.75,34.544000000000004,4593.75,/content/data/train_images/content/data/train_images/710537df8.png
dac0c6cb8,13,1,21.8133,93.75,22.4373,843.75,/content/data/train_images/content/data/train_images/dac0c6cb8.png
f8c661973,16,4,18.2347,3093.75,20.0693,4593.75,/content/data/train_images/content/data/train_images/f8c661973.png
22050fe3f,19,1,56.623999999999995,281.25,58.176,2812.5,/content/data/train_images/content/data/train_images/22050fe3f.png
6eb03e9ca,7,1,9.7973,4687.5,12.9387,11437.5,/content/data/train_images/content/data/train_images/6eb03e9ca.png
4fb946872,6,1,4.016,562.5,6.16,4406.25,/content/data/train_images/content/data/train_images/4fb946872.png
c350c0f9f,2,1,49.2107,468.75,50.9867,3000.0,/content/data/train_images/content/data/train_images/c350c0f9f.png
621dc03b6,3,1,17.7333,1031.25,18.4747,2812.5,/content/data/train_images/content/data/train_images/621dc03b6.png
bda762977,17,1,5.8293,1312.5,12.2827,3937.5,/content/data/train_images/content/data/train_images/bda762977.png
cc2c48fd7,3,1,20.2347,1031.25,20.976,2812.5,/content/data/train_images/content/data/train_images/cc2c48fd7.png
8a63ca713,4,1,51.808,2531.25,53.9947,4031.25,/content/data/train_images/content/data/train_images/8a63ca713.png
6a6af3c63,2,1,40.304,468.75,42.08,3000.0,/content/data/train_images/content/data/train_images/6a6af3c63.png
10dae79ed,18,1,30.191999999999997,3187.5,30.8853,5062.5,/content/data/train_images/content/data/train_images/10dae79ed.png
0e799da44,18,1,24.6027,3187.5,25.296,5062.5,/content/data/train_images/content/data/train_images/0e799da44.png
710177a21,15,1,50.2133,93.75,53.5573,1125.0,/content/data/train_images/content/data/train_images/710177a21.png
908290ae2,21,1,11.6533,3281.25,12.7467,4125.0,/content/data/train_images/content/data/train_images/908290ae2.png
dee541308,9,1,38.5973,1125.0,41.4027,5250.0,/content/data/train_images/content/data/train_images/dee541308.png
7a5789516,5,1,9.8667,4781.25,12.2187,10406.2,/content/data/train_images/content/data/train_images/7a5789516.png
1856bb5c2,22,1,36.4533,10687.5,38.0587,13687.5,/content/data/train_images/content/data/train_images/1856bb5c2.png
63971df42,6,1,9.5787,562.5,11.7227,4406.25,/content/data/train_images/content/data/train_images/63971df42.png
a4035e64b,14,1,7.104,3750.0,7.376,6468.75,/content/data/train_images/content/data/train_images/a4035e64b.png
2337c4af2,22,1,14.272,10687.5,15.8773,13687.5,/content/data/train_images/content/data/train_images/2337c4af2.png
d53f58786,14,1,3.728,2531.25,4.3147,5531.25,/content/data/train_images/content/data/train_images/d53f58786.png
e1c5ad99b,23,1,46.6083,7235.16,52.6919,11283.4,/content/data/train_images/content/data/train_images/e1c5ad99b.png
2a7ed55d4,5,1,7.3013,4781.25,9.6533,10406.2,/content/data/train_images/content/data/train_images/2a7ed55d4.png
bffdcd085,22,1,10.8693,10687.5,12.4747,13687.5,/content/data/train_images/content/data/train_images/bffdcd085.png
af36838f2,6,1,44.9387,562.5,47.0827,4406.25,/content/data/train_images/content/data/train_images/af36838f2.png
7227068d3,7,1,32.2293,4687.5,35.3707,11437.5,/content/data/train_images/content/data/train_images/7227068d3.png
4e91c87cc,0,1,39.0773,5906.25,39.872,8250.0,/content/data/train_images/content/data/train_images/4e91c87cc.png
6c4ce1cf2,3,1,11.4773,1031.25,12.2187,2812.5,/content/data/train_images/content/data/train_images/6c4ce1cf2.png
0f99800b7,11,1,27.416999999999998,1808.79,28.5547,5684.77,/content/data/train_images/content/data/train_images/0f99800b7.png
8eb0e591c,10,1,42.4635,947.461,44.9074,10852.7,/content/data/train_images/content/data/train_images/8eb0e591c.png
28fd95f7f,11,1,24.8802,1808.79,26.018,5684.77,/content/data/train_images/content/data/train_images/28fd95f7f.png
728459067,10,1,4.2144,947.461,6.6583,10852.7,/content/data/train_images/content/data/train_images/728459067.png
e585e1acb,5,1,43.8827,4781.25,46.2347,10406.2,/content/data/train_images/content/data/train_images/e585e1acb.png
